image_link,group_id,entity_name,entity_value,extracted_text
https://m.media-amazon.com/images/I/81N73b5khVL.jpg,149159,item_weight,30.0 kilogram,"GroBe Kapazilat; Ttagialigkeit bis zu 30KG Das Material ist ca. Smm dick und die Fugen sind verstarkt, so dass es sehr stark ist. Tragfahigkeit bis zu 30KG, kann eine Vielzahl von Gegenstanden 30 KG aufnehmen."
https://m.media-amazon.com/images/I/61oMj2iXOuL.jpg,308856,item_weight,10 kilogram to 15 kilogram,"WILDFANG M XS 8 M XiL 1,3 cm 2 cm 2,5 cm 3 cm 3,5 cm 12 cm 13 cm 14 cm 15 cm 16 cm < 10kg 10-15kg 15-25kg 25-45 kg 45kg"
https://m.media-amazon.com/images/I/91LPf6OjV9L.jpg,281678,item_weight,3.53 ounce,"K Helps in osteoarthritis Kelps in digestion Reduces inflammation BASED Anti-bacterial properties C (0 Helps in PCOS 0A ok 0 CK Ako ORGANICS SeRICH ORGANICS RIc ORGANICS SRICH ORGANICS USDA ORGANIC 'CH 2 SgRICH ORGANICS ( RICH RFOOD 1 SUPE RG ORGANICS 'JSN3Q SZVIIN3SS: BASED ICH SUPERFOOD PLANT RICH ORGANIC L SaRCH SPEARMINT OANICS TEA GREEN IN VITAMIN A ANTIOXIDANTS -IN NATURE HIGH I PARIQ RICH IN / ANTI-BACTERIAL L (3.53  IRON PANICS Sacp"" ~H SOURCE = 100 = GREAT = WEIGHT ORGANICS NET ~ERICH ANICS"
https://m.media-amazon.com/images/I/81fOxWWWKYL.jpg,281678,item_weight,3.53 ounce,"USDA ORGANIC SUPERFOOD JSNJO Ss-RICH ORGANICS PROMOTES ORGANIC PSAPERFASE DIGESTIVE HEALTH SPEARMINT GREEN TEA HIGH VITAMIN A HIGH IN ANTIOXIDANTS RICH IN ANTIOXIDANTS ANTI-BACTERIAL IN NATURE GREAT SOURCE OF IRON +COMBATS DISEASES NET WEIGHT 100 g (3.53 0z) PLANT _ ~PREMIUM , 'BASED ( INgiaION"
https://m.media-amazon.com/images/I/81dzao1Ob4L.jpg,281678,item_weight,53 ounce,"PACKAGING CHANGED FOOD FOR THE MODERN LIFE SUPERFOOD JSNEO Ss-RICH HANDMADE HfLeing FARMERS QUALITY Unctoan Ve mordilecl produdte ORGANICS #ijeot( nuuruntut Tnct 0sorhkx Daded &ed0 Meian oualm Jra bolty tr Gdenennna Ss-RICH Ourbady temp ? and pu-ing Jranatro SPEARMINT PURE HERB eficienty. Spoiinl is Ird miocubus tci whih ble coe dxu ORGANICS sorich Organi: bclic e tat ite first %e? bemcr Karb wilh Ike focd rou tol irsida ond 0ui. Hgh polassum kzvel 78 herb Uood messue in cctto Itato ncc Daance rable netrork lrmur) armot Trovpt wnem pre4 Osanic HOW TO USE ard Oron natro Peslicidc-Frcc produce - Seni medional ter, spearinl con Trode Inta hetbal bounty Tro ihutom Molrer nq 7*J mnan #uxdos&sce , vegdalle cjoycd-comp&lcly nalural cUnes Cr for sprinklng pposes Cln Ingredients Spocrmir: Heioal Ica SORIcHoRGaNiCS.Com Nutritional Facts Jssai IIa Serving size 289 PLANT BASED Calories 8Okcal SUPERFOOD Tat7530 oRdodem "" Total Corbohydrale SPEARMINT Oole Ikene 4 udone < ~ritoarrd& Diciny Fibrc GREEN TEA olal Fal Caution Pocied locility tat handlos cther Satvratcd Fat nut and td 1 buy proouc Sodium lomeeed domagcd Prolein Storoge Instructions Stre E HIGH MAMIN / Feskneke product %okd 30ie Ye BEST LITORE  MonTHS FROM THE DAIE Of PACKAGING Consemc wilt n mcalhs alrt optning pocku: RICH E ANTIOXIDANTS PACKAGED AND MARKETED Bt: Sich Organics Pvt; Lid NET WT 100g 5302) AVTI-BACTERIAL IN NATURE Scolini Noidu Part Shoshi / Naw Ddhi-110631 MRP Rs. 300/ - Irdio County Oriain Indic GREAT SOURCE OF IRON USDA For cuslomcr fecdbock PKD. coniou 730jj317s ~Soreeojid 0 59nCs,C6 BATCH NO: ISSIZJ6F cokan Cld loch Joro  3 ORGANIC Ca 7a 04 m2 pepticb etdti Aok #eka CeET te lttan Fee Etely FOOD FOR THE MODERN LIFE SUPERFOOD & Certificd Organic by OncCert Int: SS1 JSNJA (Accredeation No- NROP/NAB/008] BEFORE Ss-RICH Jssai aganic USDA Onecert ORGANICS LIC. No. 12721999000135 Ss-RICH Our temple  ond putting raw and ORGANIC SPEARMINT HERBAL TEA natural foods Ihe key makc run efficiently- Spearmint is that miraculous herb which Iake ORGANICS We Sorich Organics believe that the first step lo care of you inside and out. High potassium level bettler life starts with the Food you eat; of tne herb blood pressure in control: also We work with stable network of farmers ond hormonal balance. farmer   groups, practice   organic DIRECTION OF USE farming and grow natura pesticide produce, We bring  you Ihe bounly straight from Mother Semi medicina herb, spearmint can be made into herbal Earth, giving You food was mcant Io be Iea_ Ii can also be ground, if used as & spice in vegetable enjoyed-completely nalural, curries or for sprinkling purposes. WWW.SORICHORGANICS.Com Ingredients : Organic Spearmint Pure Herb Country of Origin India PLANT BASED HANDCRAFTED ELPING Nutritional Facts ORGANIC SUPERFOOD FOR FRESHNESS FARMERS QUALITY Serving size 289 Lecra cort Oirechy orcduct Fresh#hdetome Totmiur) Kecrd 0i Sorich Ob> Calories 8Okcal LDPE SPEARMINT wpencodi pacl Cncor Manabe for qucihy; lasle and alour toolir plort- aihnat Totol Carbohydrate Coution Pocked Focillity Ihat hond es otter nuls and Totol Sugar scods. Do not buy the prodixt if it is lompered domoged Dietry Fibre GREEN TEA Storoge Instructions Store cool dry ploce. Keep Totol Fot the product scaled preserve freshness Saturated Fat MANUFACTURED AND MARKETED BY: Sodium mg HIGH IN VITAMIN Sorich Orgonics Fvt: Ltd. Protein Plot No-63, Block-B, Sector-63, Noida, Gaulam RICH IN ANTIOXIDANTS Buddha Consume within 2 months after opening the packet: Nagar; Uttar Pradesh 201301 For customer feedback : NET WEIGHT 100 g (3.53 0z) ANTI-BACTERIAL IN NATURE contact us: +91-7303330675 emoil: care@sorichorganics  com MRP Rs. GREAT SOURCE OF IRON oltoxnt focebook com/sorichorganics/ com/sorich organics/ Iemnnannn BATCH NO: NET WEIGHT 100 g (3.53 0z) Iniorfion df kbd gophicv/cob /ock duign pnishatlc dkro: PKD: obou hoath bencks nutrfonal bocb = this prodid #OUrceo Fon prirt ab = 078 ord cubns Orl corm Kteton Iheir venhoble nuton USE BY AFTER Note: Packaging may vary for a brief period of time: Pun0 JNmalnt' uE Med; 1 +olrig Ja con grourd; Sugor F u Kp Nojar PLANT , ~PREMIUM F 'BASED 1 'INJIION body keeps keeps whom Aree Ctou instagram. inlenion ~medo oaiud"
https://m.media-amazon.com/images/I/91-iahVGEDL.jpg,281678,item_weight,100 gram,X Loose packaging X Impurities added 7} Other Does not brew easily: brands K Added preservatiyes Processed chemically VS QSDc SUPERFOOD Sz JSNgA Air-tight packaging SorGICH Impurities free PLANT RASF' Brews easily ORGANIC SUPZRFOOD SPEARMINT GREEN TEA No preservative HIGH VITAMIN _ RICH IN ANTIOXIDANTS ANTI-BACTERIAL IN NATURE Directly from farm GREAT SOURCE OF IRON NET WEIGHT 100 9 (3.53 02) ch Gi YCS AIch Ss-RIC C ORGAN KICH QRGANICS SRICHC LieCH ORGANIC( ANICS PI A NT E PREMIUM  ' BASED 1 'INJIION SsRC DeRICH RGC ORGANICS CS SeRI added p ICL CeRICH ORGANICS GRICH ANICS
https://m.media-amazon.com/images/I/81S2+GnYpTL.jpg,731432,item_weight,200 gram,"# Glucon-D FREE' Regutarz0g Ipack Glucon-D 1 Instant Energy Illl 1 M Ku 6 d d 6 F 07 Da UUHlan ""Reyulan 6 99.4% pure Glucose Vitamin Minerals"
https://m.media-amazon.com/images/I/81e2YtCOKvL.jpg,731432,item_weight,1 kilogram,"# Glucon-D KM FREE' Reguio 280g Glucon-D Net Weight: Instant Energy Ikg Occasions of use: In summer when the sun drains out energy or when hectic lifesiyle leaves You tired, your family needs the 'Instant Energy' of Glucon-D 99.4% pure Glucose Glucose is an Instant energy source for the body and is the only energy source for the brain. Vitamin Glucon-D has Vitamin D and Calcium that provides strength to the bones and body: Minerals Glucon-D has Phosphorus tat is essential for energy production and storage. So experience the 'Instant Energy' of Glucon-D with your familyl sdI 3R: 6 # %1401 9aR Vvot & rff & fi #R & Hrria eraax dald & 378 @ifeg Tqi-&} & ""ga %far"" ! 99.4% %& ""{Rr & voei &fad & & JR %8 RHT &} afa & aat $9HFT Hiez &1 1 facifia 4{ @eif7 $ &k #Rr, & &asui % IRi &1 wg Tma &1 Aarer Tei--3} 4 & 9R3RR, &i af9 8a9n sk riye & ferg #a41d?40 8 1 Tqoi7-&} & 'gra :ifat' BSTHEG_ &r} raR 7! ""Offer valid till stocks last Packs without this Offer also available. ""Offer available in specifcally marked only: We would love to hear from you: 7"" Floor; ""D"" Shivsagar; Worli; Mumbal 400 018 Consuier Cell; Heinz India Pvt Ltd , cleedback@in hjhelnz.com Toll Free No. 1800 102 5444 Visit us at: WWw heinzco in [consumer: LOT No, MFD . MRP Rs/R (INCL.OF ALL TAXES) (See space below bottom of jar.) pack Gr  Fi Tort {goh ToA-& packs "
https://m.media-amazon.com/images/I/81RNsNEM1EL.jpg,731432,item_weight,200 gram,"# Glucon-D GREE' Regjucarz60g Glucon-0 1 Instant Energy 1 NUTRITIONAL VALUE* Per 1Og Per Serve (359) Value. 360kcal 126kcal Protein . Og Og Carbohydrates 31.5g of which sugar (sucrose) _ Og Fat & All types of fatty acids . Og Og Calcium .170mg 59. Phosphorus :10Umg 35mg Vitamin D 300L.U. 105L.U. Approx. Value DIECTRONS fur USE: Add 4 teaspoontul Glucon-D (approx: 359) fo cne giess of water (2oOml) and stic; INGREOIENTS: Glucose (99.4%}, Minerals (Calcium Phosphates) and Vitamin D based beverage mix (Proprietary Food).  Condition: Store in a cool, dry place away from strong odours, BeSt BEFORE 24 MONTHS FROM MANUFACTURE: Manufactured for: Heinz India Pvt; Ltd,, 7"" Floor; ""D"" Shivsagar; Worl; Mumbai - 400 018. fssai Lic; No, 10043022001417- For manufactured at location refer to first character of lot no, and see below: India Pvt; Ltd , Manzurgarhi; Aligarh - 202 001. FSSAI Lic. No. 10014051000865 6) Heirz India Pvt Ltd, PlotNo. D-99A & 8,ESIP; Sitarganj; Udhamsingh Nagar; Uttarakhand - 262 405, FSSAU Lic: No. 10014012000278 S)Superchem Industres; Jamani wala Road, Jambu Khala, Badrpur; Paonta Sahib - 173 025, (HPJ FSSAl Lic. No. 10014062000273 Net Weight: Ikg pack Energy 5mg Glucose | Storage  Jlcinzy AlHeinz !"
https://m.media-amazon.com/images/I/91prZeizZnL.jpg,731432,item_weight,200 gram,# Glucon-D FREE' Regjucor20g Ipack Glucon-D 1 Instant Energy Illl 1 6 Fma 6 d h 6 Yu 06 Glucon-D BE Instant Energy KUlns 1 1 S 90. Requlanr Reydlanx 6 99.4% pure Glucose Vitamin Minerals 49 pure Glucose Vitamin Minerals
https://m.media-amazon.com/images/I/31EvJszFVfL.jpg,731432,item_weight,200 gram,iEE Glucon- 0 9.4 in 23 cm
https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,4.0 gallon,ONE SIZE FITS ALL STRETCHABLE AND BLACK FABRIC BLOCKS FORM FITTING THE LIGHT EXPERT-GRADE GEL NON-TOXIC NO SMELL FLEXIBLE COMFORTABLE FOR COLD OR HOT THERAPY 3.1in @ 5 22.2 in
https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram,925 Sterling Silver 18K Gold Plated 0.28 INCH (7 MM) High Polish 0.07 INCH (1.8 MM) 16+2 INCH Extend Chain Net Weight: 2.7G (4O5MM+SOMM) Manual measurement; the size may be slightly different from the physical: 8
https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,884560,item_weight,112 gram,Crealig ; ( sustainable Valpednkatare 1 koryou Visit www.knorr.com/uk 1 How to use Knorr 9 Stock Pots: MSG 8 1 p GLUTEN NO ADDED AND FREE MSG PRESERVATIVES 1 4x28g = 112g e 1 : eilther:dissolve 1 the into 8 of boiling ov: add the 1 0 water: directly 5 1 to dish: 86  Best Before End: and ARtiFICIAL  9 3 Soom ot  pot
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,item_weight,4.1 kilogram,"9.1cm/3.58"" 36.8cm/ 14.48"" 481 13Ah 481 17GBA 11.1cml 4.37"" Type Downtube Battery 13Ah: 2500m-A-h Battery Cell 17.SAh: Sam-sung/L-GICell 350OmAh Send it randomly Charger 48V 13Ah (2A) Charger Output Current 48V 17.5Ah (4A) USB port BMS 3OA KG Battery Weight 4IKG 44KG"
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,voltage,48.0 volt,"9.1cm/3.58"" 36.8cm/ 14.48"" 481 13Ah 481 17GBA 11.1cml 4.37"" Type Downtube Battery 13Ah: 2500m-A-h Battery Cell 17.SAh: Sam-sung/L-GICell 350OmAh Send it randomly Charger 48V 13Ah (2A) Charger Output Current 48V 17.5Ah (4A) USB port BMS 3OA KG Battery Weight 4IKG 44KG"
https://m.media-amazon.com/images/I/51WsuKKAVrL.jpg,866516,item_weight,158.0 gram,Product Name Harvest Festival Doll Product Size 15x9x26CM ICtn. 96PCS Carton Size 52*42*40CM Material Polyester material Craftsmanship Manual Colour Brown Yellow Orange Product Weight Qty_ Grey 158g
https://m.media-amazon.com/images/I/61XGDKap+JL.jpg,866516,item_weight,158.0 gram,158g
https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,459516,item_weight,5000 milligram,Consistens NUVIDA NATURAL HEALTH CRANBERRY EXTRACT High Natural for and SUITABLE _ VEGETARIANS _ VEGANS 90 (GMP) Strength Extract Urinary` Tract Bladder Support FOR  AND 5ooOmg Tablets Food Supplement
https://m.media-amazon.com/images/I/613v+2W4UwL.jpg,524635,item_weight,18.55 gram,"3a Jbapu3M'8ni *0-43 uedo_lsbunoepibn Uilorjp3 IL 0s 50 ml Carvomin Verdauungstropfen 18,55 ml Flussigkeit zum Einnehmen Wirkstoff: Auszug aus einer Mischung von Angelikawurzeln; Benediktenkraut und Pfefferminzblattern KLSNGE PHARMA g/20"
https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram,"27-27p~32_ ~DZOERREC` 737-37 S0M 085 4253 50 ml Carvomin Verdauungstropfen 18,55 g/20 ml Flussigkeit zum Einnehmen 20 hei 4 04 H V (2 50 ml Wirkstoff; 1 Benedikterka' Carvomin piazde I~ 4' Verdauunztvcc A28 , Verdauungstropfen keit Mischung W"" 18,55 ml ferminzblate"" 9 Flussigkeit zum Enthalt 5811 ' Wirkstoff: Einnehmen mittel fur Kne . aus einer Mischung lagern Dx < von Angelikawurzeln; Benediktenkraut und dungsgete: Pfefferminzblattern Krankheitssy ? Packungst? eine ander?, KLSNGE tieren Res:V Zur Anwendung Phama_ bei Erwachsenen Klinge PHARMA Carvomin Verdavungstropfen 7 Einnenmen 5g/20ml 18555 'ZUm 2 Flissikeitz { Anwendung iErwachsenen )flissgteit /18s55 ""1855  entfalien L 8 [147531 Mischung [ Beneditenkvau 1 1 0 enthar:""  Pharma g/20 Klinge  1 0 Auszug 0 1 ausschlieece"". 31"
https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram,"2 29SSC>>~32 1265 ~ 2S Shl 50 ml Carvomin '820 Verdauungstropfen U; Uuh Wi 18,55 ml Flissigkeit zum Einnehmen 7 0 0 U U V 0 Ww W Wk W 0 W U 50 ml Wirkstoff: 4 0 Benediktenka' Carvomin pflanzliches * Verdauungstoc Verdauungstropfen keit enthazz"" Mischung W"" 6 18,55 ml ferminzblatte"" Wirkstoff: Flussigkeit zum Enthalt 58 1 4 Auszug aus einer Mischung Einnehmen mittel fir Knz . von 'Angelikawurzeln; lagern D < Benediktenkraut und 2 Pfefferminzblattern dungsgeterer"" Krankheitss "" Packungst? KLSNGE eine tieren Rez: PHARMA Zur Anwendung Phara. bei Erwachsenen Klinge Favonin Vetaunestcopfen 1856 2  Phssidett )   onenmen g/20 akrwntieeren tbanss 0 keturcseksst alkdhdl 1 0 1 6 1 2 ~aissthcllto Y 6 1 ) Arssbel 0 6 7 0 ) 6 1 1 1 1 0 0 | 0 1 0 0 ) 1 ) 9 1 6 g/20 $ ) 9 ausschliecic: 6  ancere"
https://m.media-amazon.com/images/I/71rKXZJrh4L.jpg,524635,item_weight,18.55 gram,"2732721313025 50M ~37O5422F; 72r/ 2= ~2523 50 ml Carvomin Verdauungstropfen M g20 18,55 g/20 ml 0V Flussigkeit zum Einnehmen 10 hei 41 9aeh 319 A6 Ma 008 N; 026  4 Wirkstoff: aus einer Mischung von Angelikawurzeln; Benediktenkraut und Pfefferminzblattern KLSNGE PHARMA Carvomin Verdauungstropten 7 Einnenmen 18555 Flissgkeitz ' Anwendung iErwachsenen ) flissgkeit Avszug 8 ""18555 ZQmf  Angelkamurzeh entfalten' L dpfeter: 0147531a Mischung 5 Beneditenkaut L /133331 ^ /n 4 minzblattern ( 0 N 0 0 Phaffa  Klnge , 1 4 N Auszug 0 1 N"
https://m.media-amazon.com/images/I/71D824lbRvL.jpg,524635,item_weight,18.55 gram,"72 ~ai> ~ *4 288e3 53585 P 2 50 ml I8s Carvomin 'VrOn Verdauungstropfen Uu Uuh bj 18,55 ml Flussigkeit zum Einnehmen 8 0 0 U V 0  W W Vp V M V W h 6 Wirkstoff: 6 Auszug aus einer Mischung von 'Angelikawurzeln; Benediktenkraut und Pfefferminzblattern KLSNGE PHARMA Favonin 50ml Vedauupestorfen Hhssdet ) aCnnelimen g/20 akwrhfsten hun5 % katurcshekesst 7 sknenttev steatten 1 6 0 rcnfce ~risttellkt "" 6 1 Atues seT ) L 0 0 6 0 6 6 1 1 ) | 0 0 1 1 0 ) 1 7 ) 9 1 6 0 y ) 9 6 "
https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram,A USB CHARGING   PORTS VOdE IDOMN
https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram,How to Use Place the curtain between the counterweight and the magnet 4cm/1.6in Weight:26g Load-bearing metal block
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt,"28"" 2 7 FREEWHEELS 800w 36V GABEL MINDESTBREITE 135MM HINTERRAD MIT BRUSHLESS MOTOR"
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt,"28"" 2 7 FREEWHEELS 800w 36V GABEL MINDESTBREITE 135MM HINTERRAD MIT BRUSHLESS MOTOR"
https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound,"Superior Quality Put durabilitv, safetv, and environmental protection first: Honevcomb Surface Offers solid performance and ensures that the voga ball won't burst suddenly: Explosion-Proof Design Provides the best protection and prevents injuries: Environmentally Friendly Ilaterial Just use it with confidence knoving it's made of environmentally friendly material: DO Ilo Sticking Rest assured that the surface won't stick to vour skin, clothing, floor, and much more. 330lbs Load Bearing Never wvorry about the load-bearing capacity of this voga ball as it can support up to 33Olbs."
https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce,51*70_ IN 31 0z warm soft and ventilate Particularly smooth Comfortable to skin GARDEN
https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce,"SKINFOOD SALMON DARK CIRCLE CONCEALER This concentrated and nreamcFoefealerv contains salmon ingredients effectively help conceal dark under eye circles and brighten the eyes: To use After applyingYour foundation; dispense an adequate amount and gently onto dark circles around your eye area #2 8 ""809221""274243 Dist SKINFOOD USA, INC. Technology Drive , Bldg: B, Suite B113 Irvine, California,92618 wwwtheskinfood com 10g / Net wt. 0.35 0z Made in Korea OPEN HERE tap"
